Id,Identifies the type of dwelling involved in the sale.,Identifies the general zoning classification of the sale.,Linear feet of street connected to property,Lot size in square feet,Type of road access to property,Type of alley access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on house,Exterior covering on house (if more than one material),Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluates the general condition of the basement,Refers to walkout or garden level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area (if multiple types),Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet (all floors),Above grade (ground) living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,BedroomAbvGr,KitchenAbvGr,Kitchen quality,Total rooms above grade (does not include bathrooms),Home functionality (Assume typical unless deductions are warranted),Number of fireplaces,Fireplace quality,Garage location,Year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three season porch area in square feet,Screen porch area in square feet,Pool area in square feet,Pool quality,Fence quality,Miscellaneous feature not covered in other categories,$Value of miscellaneous feature,Month Sold (MM),Year Sold (YYYY),Type of sale,Condition of sale,SalePrice
138,DUPLEX - ALL STYLES AND AGES,Residential Low Density,82.0,11070,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Duplex,One story,Good,Average,1988,1989,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,70.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1907,1907,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1959,0,0,1959,0,0,3,0,5,2,Typical/Average,9,Typical Functionality,0,,More than one type of garage,1989.0,Unfinished,3,766,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Sale between family members,171000
927,2-STORY 1946 & NEWER,Residential Low Density,93.0,11999,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,Very Good,Average,2003,2004,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,340.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1181,1181,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1234,1140,0,2374,0,0,2,1,4,1,Excellent,10,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2003.0,Finished,3,656,Typical/Average,Typical/Average,Paved,104,100,0,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,285000
81,2-STORY 1946 & NEWER,Residential Low Density,100.0,13000,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,Two story,Above Average,Above Average,1968,1968,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,576.0,Average/Typical,Good,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,448,Unfinshed,0,448,896,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1182,960,0,2142,0,0,2,1,4,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1968.0,Finished,1,509,Typical/Average,Typical/Average,Paved,0,72,0,0,252,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,193500
1365,2-STORY PUD - 1946 & NEWER,Floating Village Residential,30.0,3180,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,Two story,Good,Average,2005,2005,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,600,600,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520,600,80,1200,0,0,2,1,2,1,Good,4,Typical Functionality,0,,Detached from home,2005.0,Rough Finished,2,480,Typical/Average,Typical/Average,Paved,0,166,0,0,0,0,,,,0,4,2006,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",144152
106,2-STORY 1946 & NEWER,Floating Village Residential,75.0,9375,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,Two story,Very Good,Average,2003,2004,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,768.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1053,1053,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1053,939,0,1992,0,0,2,1,3,1,Good,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2003.0,Rough Finished,2,648,Typical/Average,Typical/Average,Paved,140,45,0,0,0,0,,,,0,8,2008,Warranty Deed - Conventional,Normal Sale,250000
542,2-STORY 1946 & NEWER,Residential Low Density,,11000,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two story,Very Good,Average,2000,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,72.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,969,969,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,997,1288,0,2285,0,0,2,1,4,1,Good,8,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Built-In (Garage part of house - typically has room above garage),2000.0,Finished,3,648,Typical/Average,Typical/Average,Paved,0,56,0,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,248000
707,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,115149,Paved,,Moderately Irregular,Depression,"All public Utilities (E,G,W,& S)",Cul-de-sac,Severe Slope,Clear Creek,Normal,Normal,Single-family Detached,One story,Good,Average,1971,2002,Gable,Standard (Composite) Shingle,Plywood,Plywood,Stone,351.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1219,Unfinshed,0,424,1643,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1824,0,0,1824,1,0,2,0,2,1,Good,5,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1971.0,Unfinished,2,739,Typical/Average,Typical/Average,Paved,380,48,0,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,302000
481,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,98.0,16033,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,Excellent,Average,2004,2005,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,378.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1261,Unfinshed,0,572,1833,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1850,0,0,1850,1,0,2,0,3,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2004.0,Finished,3,772,Typical/Average,Typical/Average,Paved,519,112,0,0,0,0,,,,0,3,2006,Warranty Deed - Conventional,Normal Sale,326000
166,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,62.0,10106,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,2fmCon,One and one-half story: 2nd level finished,Average,Good,1940,1999,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Good,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,351,Average Rec Room,181,112,644,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,808,547,0,1355,1,0,2,0,4,2,Typical/Average,6,Typical Functionality,0,,,,,0,0,,,Paved,140,0,0,0,0,0,,,,0,9,2008,Warranty Deed - Conventional,Normal Sale,127500
249,2-STORY 1946 & NEWER,Residential Low Density,72.0,11317,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,Good,Average,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,101.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,840,840,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,840,828,0,1668,0,0,2,1,3,1,Good,8,Typical Functionality,0,,Attached to home,2003.0,Rough Finished,2,500,Typical/Average,Typical/Average,Paved,144,68,0,0,0,0,,,,0,9,2007,Warranty Deed - Conventional,Normal Sale,180000
308,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,,7920,Paved,Gravel,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Adjacent to arterial street,Normal,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Good,1920,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Fair,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,319,319,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1035,371,0,1406,0,0,1,0,3,1,Fair,6,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,144,0,0,0,0,,Minimum Privacy,,0,3,2008,Warranty Deed - Conventional,Normal Sale,89500
447,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,137.0,16492,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Adjacent to postive off-site feature,Normal,Single-family Detached,One story,Above Average,Above Average,1966,2002,Gable,Standard (Composite) Shingle,Brick Face,Plywood,None,0.0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,247,Average Rec Room,713,557,1517,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1888,0,0,1888,0,0,2,1,2,1,Good,6,Moderate Deductions,1,Good - Masonry Fireplace in main level,Attached to home,1966.0,Finished,2,578,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,6,2010,Warranty Deed - Conventional,Normal Sale,190000
713,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,40.0,4671,Paved,,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Stone Brook,Normal,Normal,Townhouse End Unit,One story,Very Good,Average,1988,1989,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,767,Unfinshed,0,461,1228,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1228,0,0,1228,1,0,2,0,2,1,Good,5,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1988.0,Finished,2,472,Typical/Average,Typical/Average,Paved,168,120,0,0,0,0,,,,0,10,2008,Warranty Deed - Conventional,Normal Sale,189000
335,2-STORY 1946 & NEWER,Residential Low Density,59.0,9042,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,Above Average,Average,1998,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,828,Unfinshed,0,115,943,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,943,695,0,1638,1,0,2,1,3,1,Typical/Average,7,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1998.0,Finished,2,472,Typical/Average,Typical/Average,Paved,100,38,0,0,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,192000
98,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,73.0,10921,Paved,,Regular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,Below Average,Average,1965,1965,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,48.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,520,Unfinshed,0,440,960,Gas forced warm air furnace,Average/Typical,Yes,60 AMP Fuse Box and mostly Romex wiring (Fair),960,0,0,960,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached to home,1965.0,Finished,1,432,Typical/Average,Typical/Average,Partial Pavement,120,0,0,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,94750
725,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,86.0,13286,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,Excellent,Average,2007,2008,Hip,Standard (Composite) Shingle,Cement Board,CmentBd,Stone,340.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1234,Unfinshed,0,464,1698,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1698,0,0,1698,1,0,2,0,3,1,Excellent,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2007.0,Finished,3,768,Typical/Average,Typical/Average,Paved,327,64,0,0,0,0,,,,0,2,2009,Warranty Deed - Conventional,Normal Sale,320000
906,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,9920,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Average,1954,1954,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Stone,110.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,354,Low Quality,290,412,1056,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1063,0,0,1063,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached to home,1954.0,Rough Finished,1,280,Typical/Average,Typical/Average,Paved,0,0,164,0,0,0,,Minimum Privacy,,0,2,2010,Warranty Deed - Conventional,Normal Sale,128000
900,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,65.0,6993,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Adjacent to feeder street,Normal,Single-family Detached,One story,Average,Good,1961,1994,Gable,Standard (Composite) Shingle,Hard Board,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,465,Unfinshed,0,447,912,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1236,0,0,1236,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1961.0,Unfinished,1,288,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,135000
103,DUPLEX - ALL STYLES AND AGES,Residential Low Density,64.0,7018,Paved,,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,Duplex,One story,Average,Average,1979,1979,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Fair,Slab,,,,,0,,0,0,0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1535,0,0,1535,0,0,2,0,4,2,Typical/Average,8,Typical Functionality,0,,Attached to home,1979.0,Unfinished,2,410,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",118964
435,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Residential Medium Density,21.0,1890,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,Twnhs,Split Foyer,Below Average,Good,1972,1972,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,None,0.0,Average/Typical,Good,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Average Living Quarters,495,Unfinshed,0,135,630,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,630,0,0,630,1,0,1,0,1,1,Typical/Average,3,Typical Functionality,0,,,,,0,0,,,Paved,88,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,81000
1008,2-STORY PUD - 1946 & NEWER,Residential Medium Density,21.0,2217,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,Townhouse End Unit,Two story,Below Average,Below Average,1970,1970,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,273,Low Quality,273,0,546,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,546,546,0,1092,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,,Attached to home,1970.0,Rough Finished,1,286,Typical/Average,Typical/Average,Paved,238,0,0,0,0,0,,,,0,8,2009,Warranty Deed - Conventional,Normal Sale,88000
1306,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,108.0,13173,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,Excellent,Average,2006,2007,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,300.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1572,Unfinshed,0,80,1652,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1652,0,0,1652,1,0,2,0,2,1,Excellent,6,Typical Functionality,2,Excellent - Exceptional Masonry Fireplace,Attached to home,2006.0,Finished,2,840,Typical/Average,Typical/Average,Paved,404,102,0,0,0,0,,,,0,11,2009,Warranty Deed - Conventional,Normal Sale,325000
835,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75.0,7875,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Above Average,1961,1961,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,136.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,572,Unfinshed,0,572,1144,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1144,0,0,1144,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached to home,1961.0,Unfinished,2,456,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,Good Wood,,0,9,2008,Warranty Deed - Conventional,Normal Sale,139950
1325,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75.0,9986,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,Very Good,Average,2006,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,428.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Unfinshed,0,Unfinshed,0,1795,1795,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1795,0,0,1795,0,0,2,0,2,1,Good,7,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2007.0,Rough Finished,3,895,Typical/Average,Typical/Average,Paved,0,49,0,0,0,0,,,,0,2,2007,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),147000
303,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,118.0,13704,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,Good,Average,2001,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,150.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1541,1541,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1541,0,0,1541,0,0,2,0,3,1,Good,6,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,2001.0,Rough Finished,3,843,Typical/Average,Typical/Average,Paved,468,81,0,0,0,0,,,,0,1,2006,Warranty Deed - Conventional,Normal Sale,205000
